"","percent_reduction","scenario"
"564",10.3,"Scenario 7 (large hospital population size)"
"565",10.3,"Scenario 7 (large hospital population size)"
"566",10.3,"Scenario 7 (large hospital population size)"
"567",10.3,"Scenario 7 (large hospital population size)"
"568",10.3,"Scenario 7 (large hospital population size)"
"569",10.3,"Scenario 7 (large hospital population size)"
"570",10.3,"Scenario 7 (large hospital population size)"
"571",10.3,"Scenario 7 (large hospital population size)"
"572",10.3,"Scenario 7 (large hospital population size)"
"573",15.5,"Scenario 7 (large hospital population size)"
"574",15.5,"Scenario 7 (large hospital population size)"
"575",15.5,"Scenario 7 (large hospital population size)"
"576",15.5,"Scenario 7 (large hospital population size)"
"577",15.5,"Scenario 7 (large hospital population size)"
"578",15.5,"Scenario 7 (large hospital population size)"
"579",15.5,"Scenario 7 (large hospital population size)"
"580",15.5,"Scenario 7 (large hospital population size)"
"581",15.5,"Scenario 7 (large hospital population size)"
"582",15.5,"Scenario 7 (large hospital population size)"
"583",15.5,"Scenario 7 (large hospital population size)"
"584",20.8,"Scenario 7 (large hospital population size)"
"585",20.8,"Scenario 7 (large hospital population size)"
"586",20.8,"Scenario 7 (large hospital population size)"
"587",20.8,"Scenario 7 (large hospital population size)"
"588",20.8,"Scenario 7 (large hospital population size)"
"589",20.8,"Scenario 7 (large hospital population size)"
"590",20.8,"Scenario 7 (large hospital population size)"
"591",20.8,"Scenario 7 (large hospital population size)"
"592",20.8,"Scenario 7 (large hospital population size)"
"593",20.8,"Scenario 7 (large hospital population size)"
"594",20.8,"Scenario 7 (large hospital population size)"
"595",26,"Scenario 7 (large hospital population size)"
"596",26,"Scenario 7 (large hospital population size)"
"597",26,"Scenario 7 (large hospital population size)"
"598",26,"Scenario 7 (large hospital population size)"
"599",26,"Scenario 7 (large hospital population size)"
"600",26,"Scenario 7 (large hospital population size)"
"601",26,"Scenario 7 (large hospital population size)"
"602",26,"Scenario 7 (large hospital population size)"
"603",26,"Scenario 7 (large hospital population size)"
"604",26,"Scenario 7 (large hospital population size)"
"605",26,"Scenario 7 (large hospital population size)"
"606",31.3,"Scenario 7 (large hospital population size)"
"607",31.3,"Scenario 7 (large hospital population size)"
"608",31.3,"Scenario 7 (large hospital population size)"
"609",31.3,"Scenario 7 (large hospital population size)"
"610",31.3,"Scenario 7 (large hospital population size)"
"611",31.3,"Scenario 7 (large hospital population size)"
"612",31.3,"Scenario 7 (large hospital population size)"
"613",31.3,"Scenario 7 (large hospital population size)"
"614",31.3,"Scenario 7 (large hospital population size)"
"615",31.3,"Scenario 7 (large hospital population size)"
"616",31.3,"Scenario 7 (large hospital population size)"
"617",36.7,"Scenario 7 (large hospital population size)"
"618",36.7,"Scenario 7 (large hospital population size)"
"619",36.7,"Scenario 7 (large hospital population size)"
"620",36.7,"Scenario 7 (large hospital population size)"
"621",36.7,"Scenario 7 (large hospital population size)"
"622",36.7,"Scenario 7 (large hospital population size)"
"623",36.7,"Scenario 7 (large hospital population size)"
"624",36.7,"Scenario 7 (large hospital population size)"
"625",36.7,"Scenario 7 (large hospital population size)"
"626",36.7,"Scenario 7 (large hospital population size)"
"627",36.7,"Scenario 7 (large hospital population size)"
"628",42.1,"Scenario 7 (large hospital population size)"
"629",42.1,"Scenario 7 (large hospital population size)"
"630",42.1,"Scenario 7 (large hospital population size)"
"631",42.1,"Scenario 7 (large hospital population size)"
"632",42.1,"Scenario 7 (large hospital population size)"
"633",42.1,"Scenario 7 (large hospital population size)"
"634",42.1,"Scenario 7 (large hospital population size)"
"635",42.1,"Scenario 7 (large hospital population size)"
"636",42.1,"Scenario 7 (large hospital population size)"
"637",42.1,"Scenario 7 (large hospital population size)"
"638",42.1,"Scenario 7 (large hospital population size)"
"639",47.5,"Scenario 7 (large hospital population size)"
"640",47.5,"Scenario 7 (large hospital population size)"
"641",47.5,"Scenario 7 (large hospital population size)"
"642",47.5,"Scenario 7 (large hospital population size)"
"643",47.5,"Scenario 7 (large hospital population size)"
"644",47.5,"Scenario 7 (large hospital population size)"
"645",47.5,"Scenario 7 (large hospital population size)"
"646",47.5,"Scenario 7 (large hospital population size)"
"647",47.5,"Scenario 7 (large hospital population size)"
"648",47.5,"Scenario 7 (large hospital population size)"
"649",47.5,"Scenario 7 (large hospital population size)"
"650",52.9,"Scenario 7 (large hospital population size)"
"651",52.9,"Scenario 7 (large hospital population size)"
"652",52.9,"Scenario 7 (large hospital population size)"
"653",52.9,"Scenario 7 (large hospital population size)"
"654",52.9,"Scenario 7 (large hospital population size)"
"655",52.9,"Scenario 7 (large hospital population size)"
"656",52.9,"Scenario 7 (large hospital population size)"
"657",52.9,"Scenario 7 (large hospital population size)"
"658",52.9,"Scenario 7 (large hospital population size)"
"659",52.9,"Scenario 7 (large hospital population size)"
"660",52.9,"Scenario 7 (large hospital population size)"
"661",6,"Scenario 7 (large hospital population size)"
"662",6,"Scenario 7 (large hospital population size)"
"663",6,"Scenario 7 (large hospital population size)"
"664",6,"Scenario 7 (large hospital population size)"
"665",6,"Scenario 7 (large hospital population size)"
"666",6,"Scenario 7 (large hospital population size)"
"667",6,"Scenario 7 (large hospital population size)"
"668",6,"Scenario 7 (large hospital population size)"
"669",6,"Scenario 7 (large hospital population size)"
"670",6,"Scenario 7 (large hospital population size)"
"671",6,"Scenario 7 (large hospital population size)"
"672",12,"Scenario 7 (large hospital population size)"
"673",12,"Scenario 7 (large hospital population size)"
"674",12,"Scenario 7 (large hospital population size)"
"675",12,"Scenario 7 (large hospital population size)"
"676",12,"Scenario 7 (large hospital population size)"
"677",12,"Scenario 7 (large hospital population size)"
"678",12,"Scenario 7 (large hospital population size)"
"679",12,"Scenario 7 (large hospital population size)"
"680",12,"Scenario 7 (large hospital population size)"
"681",12,"Scenario 7 (large hospital population size)"
"682",12,"Scenario 7 (large hospital population size)"
"683",18.1,"Scenario 7 (large hospital population size)"
"684",18.1,"Scenario 7 (large hospital population size)"
"685",18.1,"Scenario 7 (large hospital population size)"
"686",18.1,"Scenario 7 (large hospital population size)"
"687",18.1,"Scenario 7 (large hospital population size)"
"688",18.1,"Scenario 7 (large hospital population size)"
"689",18.1,"Scenario 7 (large hospital population size)"
"690",18.1,"Scenario 7 (large hospital population size)"
"691",18.1,"Scenario 7 (large hospital population size)"
"692",18.1,"Scenario 7 (large hospital population size)"
"693",18.1,"Scenario 7 (large hospital population size)"
"694",24.2,"Scenario 7 (large hospital population size)"
"695",24.2,"Scenario 7 (large hospital population size)"
"696",24.2,"Scenario 7 (large hospital population size)"
"697",24.2,"Scenario 7 (large hospital population size)"
"698",24.2,"Scenario 7 (large hospital population size)"
"699",24.2,"Scenario 7 (large hospital population size)"
"700",24.2,"Scenario 7 (large hospital population size)"
"701",24.2,"Scenario 7 (large hospital population size)"
"702",24.2,"Scenario 7 (large hospital population size)"
"703",24.2,"Scenario 7 (large hospital population size)"
"704",24.2,"Scenario 7 (large hospital population size)"
"705",30.4,"Scenario 7 (large hospital population size)"
"706",30.4,"Scenario 7 (large hospital population size)"
"707",30.4,"Scenario 7 (large hospital population size)"
"708",30.4,"Scenario 7 (large hospital population size)"
"709",30.4,"Scenario 7 (large hospital population size)"
"710",30.4,"Scenario 7 (large hospital population size)"
"711",30.4,"Scenario 7 (large hospital population size)"
"712",30.4,"Scenario 7 (large hospital population size)"
"713",30.4,"Scenario 7 (large hospital population size)"
"714",30.4,"Scenario 7 (large hospital population size)"
"715",30.4,"Scenario 7 (large hospital population size)"
"716",36.6,"Scenario 7 (large hospital population size)"
"717",36.6,"Scenario 7 (large hospital population size)"
"718",36.6,"Scenario 7 (large hospital population size)"
"719",36.6,"Scenario 7 (large hospital population size)"
"720",36.6,"Scenario 7 (large hospital population size)"
"721",36.6,"Scenario 7 (large hospital population size)"
"722",36.6,"Scenario 7 (large hospital population size)"
"723",36.6,"Scenario 7 (large hospital population size)"
"724",36.6,"Scenario 7 (large hospital population size)"
"725",36.6,"Scenario 7 (large hospital population size)"
"726",36.6,"Scenario 7 (large hospital population size)"
"727",42.8,"Scenario 7 (large hospital population size)"
"728",42.8,"Scenario 7 (large hospital population size)"
"729",42.8,"Scenario 7 (large hospital population size)"
"730",42.8,"Scenario 7 (large hospital population size)"
"731",42.8,"Scenario 7 (large hospital population size)"
"732",42.8,"Scenario 7 (large hospital population size)"
"733",42.8,"Scenario 7 (large hospital population size)"
"734",42.8,"Scenario 7 (large hospital population size)"
"735",42.8,"Scenario 7 (large hospital population size)"
"736",42.8,"Scenario 7 (large hospital population size)"
"737",42.8,"Scenario 7 (large hospital population size)"
"738",49.1,"Scenario 7 (large hospital population size)"
"739",49.1,"Scenario 7 (large hospital population size)"
"740",49.1,"Scenario 7 (large hospital population size)"
"741",49.1,"Scenario 7 (large hospital population size)"
"742",49.1,"Scenario 7 (large hospital population size)"
"743",49.1,"Scenario 7 (large hospital population size)"
"744",49.1,"Scenario 7 (large hospital population size)"
"745",49.1,"Scenario 7 (large hospital population size)"
"746",49.1,"Scenario 7 (large hospital population size)"
"747",49.1,"Scenario 7 (large hospital population size)"
"748",49.1,"Scenario 7 (large hospital population size)"
"749",55.4,"Scenario 7 (large hospital population size)"
"750",55.4,"Scenario 7 (large hospital population size)"
"751",55.4,"Scenario 7 (large hospital population size)"
"752",55.4,"Scenario 7 (large hospital population size)"
"753",55.4,"Scenario 7 (large hospital population size)"
"754",55.4,"Scenario 7 (large hospital population size)"
"755",55.4,"Scenario 7 (large hospital population size)"
"756",55.4,"Scenario 7 (large hospital population size)"
"757",55.4,"Scenario 7 (large hospital population size)"
"758",55.4,"Scenario 7 (large hospital population size)"
"759",55.4,"Scenario 7 (large hospital population size)"
"760",61.7,"Scenario 7 (large hospital population size)"
"761",61.7,"Scenario 7 (large hospital population size)"
"762",61.7,"Scenario 7 (large hospital population size)"
"763",61.7,"Scenario 7 (large hospital population size)"
"764",61.7,"Scenario 7 (large hospital population size)"
"765",61.7,"Scenario 7 (large hospital population size)"
"766",61.7,"Scenario 7 (large hospital population size)"
"767",61.7,"Scenario 7 (large hospital population size)"
"768",61.7,"Scenario 7 (large hospital population size)"
"769",61.7,"Scenario 7 (large hospital population size)"
"770",61.7,"Scenario 7 (large hospital population size)"
"771",6.9,"Scenario 7 (large hospital population size)"
"772",6.9,"Scenario 7 (large hospital population size)"
"773",6.9,"Scenario 7 (large hospital population size)"
"774",6.9,"Scenario 7 (large hospital population size)"
"775",6.9,"Scenario 7 (large hospital population size)"
"776",6.9,"Scenario 7 (large hospital population size)"
"777",6.9,"Scenario 7 (large hospital population size)"
"778",6.9,"Scenario 7 (large hospital population size)"
"779",6.9,"Scenario 7 (large hospital population size)"
"780",6.9,"Scenario 7 (large hospital population size)"
"781",6.9,"Scenario 7 (large hospital population size)"
"782",13.8,"Scenario 7 (large hospital population size)"
"783",13.8,"Scenario 7 (large hospital population size)"
"784",13.8,"Scenario 7 (large hospital population size)"
"785",13.8,"Scenario 7 (large hospital population size)"
"786",13.8,"Scenario 7 (large hospital population size)"
"787",13.8,"Scenario 7 (large hospital population size)"
"788",13.8,"Scenario 7 (large hospital population size)"
"789",13.8,"Scenario 7 (large hospital population size)"
"790",13.8,"Scenario 7 (large hospital population size)"
"791",13.8,"Scenario 7 (large hospital population size)"
"792",13.8,"Scenario 7 (large hospital population size)"
"793",20.7,"Scenario 7 (large hospital population size)"
"794",20.7,"Scenario 7 (large hospital population size)"
"795",20.7,"Scenario 7 (large hospital population size)"
"796",20.7,"Scenario 7 (large hospital population size)"
"797",20.7,"Scenario 7 (large hospital population size)"
"798",20.7,"Scenario 7 (large hospital population size)"
"799",20.7,"Scenario 7 (large hospital population size)"
"800",20.7,"Scenario 7 (large hospital population size)"
"801",20.7,"Scenario 7 (large hospital population size)"
"802",20.7,"Scenario 7 (large hospital population size)"
"803",20.7,"Scenario 7 (large hospital population size)"
"804",27.7,"Scenario 7 (large hospital population size)"
"805",27.7,"Scenario 7 (large hospital population size)"
"806",27.7,"Scenario 7 (large hospital population size)"
"807",27.7,"Scenario 7 (large hospital population size)"
"808",27.7,"Scenario 7 (large hospital population size)"
"809",27.7,"Scenario 7 (large hospital population size)"
"810",27.7,"Scenario 7 (large hospital population size)"
"811",27.7,"Scenario 7 (large hospital population size)"
"812",27.7,"Scenario 7 (large hospital population size)"
"813",27.7,"Scenario 7 (large hospital population size)"
"814",27.7,"Scenario 7 (large hospital population size)"
"815",34.7,"Scenario 7 (large hospital population size)"
"816",34.7,"Scenario 7 (large hospital population size)"
"817",34.7,"Scenario 7 (large hospital population size)"
"818",34.7,"Scenario 7 (large hospital population size)"
"819",34.7,"Scenario 7 (large hospital population size)"
"820",34.7,"Scenario 7 (large hospital population size)"
"821",34.7,"Scenario 7 (large hospital population size)"
"822",34.7,"Scenario 7 (large hospital population size)"
"823",34.7,"Scenario 7 (large hospital population size)"
"824",34.7,"Scenario 7 (large hospital population size)"
"825",34.7,"Scenario 7 (large hospital population size)"
"826",41.8,"Scenario 7 (large hospital population size)"
"827",41.8,"Scenario 7 (large hospital population size)"
"828",41.8,"Scenario 7 (large hospital population size)"
"829",41.8,"Scenario 7 (large hospital population size)"
"830",41.8,"Scenario 7 (large hospital population size)"
"831",41.8,"Scenario 7 (large hospital population size)"
"832",41.8,"Scenario 7 (large hospital population size)"
"833",41.8,"Scenario 7 (large hospital population size)"
"834",41.8,"Scenario 7 (large hospital population size)"
"835",41.8,"Scenario 7 (large hospital population size)"
"836",41.8,"Scenario 7 (large hospital population size)"
"837",48.9,"Scenario 7 (large hospital population size)"
"838",48.9,"Scenario 7 (large hospital population size)"
"839",48.9,"Scenario 7 (large hospital population size)"
"840",48.9,"Scenario 7 (large hospital population size)"
"841",48.9,"Scenario 7 (large hospital population size)"
"842",48.9,"Scenario 7 (large hospital population size)"
"843",48.9,"Scenario 7 (large hospital population size)"
"844",48.9,"Scenario 7 (large hospital population size)"
"845",48.9,"Scenario 7 (large hospital population size)"
"846",48.9,"Scenario 7 (large hospital population size)"
"847",48.9,"Scenario 7 (large hospital population size)"
"848",56.1,"Scenario 7 (large hospital population size)"
"849",56.1,"Scenario 7 (large hospital population size)"
"850",56.1,"Scenario 7 (large hospital population size)"
"851",56.1,"Scenario 7 (large hospital population size)"
"852",56.1,"Scenario 7 (large hospital population size)"
"853",56.1,"Scenario 7 (large hospital population size)"
"854",56.1,"Scenario 7 (large hospital population size)"
"855",56.1,"Scenario 7 (large hospital population size)"
"856",56.1,"Scenario 7 (large hospital population size)"
"857",56.1,"Scenario 7 (large hospital population size)"
"858",56.1,"Scenario 7 (large hospital population size)"
"859",63.3,"Scenario 7 (large hospital population size)"
"860",63.3,"Scenario 7 (large hospital population size)"
"861",63.3,"Scenario 7 (large hospital population size)"
"862",63.3,"Scenario 7 (large hospital population size)"
"863",63.3,"Scenario 7 (large hospital population size)"
"864",63.3,"Scenario 7 (large hospital population size)"
"865",63.3,"Scenario 7 (large hospital population size)"
"866",63.3,"Scenario 7 (large hospital population size)"
"867",63.3,"Scenario 7 (large hospital population size)"
"868",63.3,"Scenario 7 (large hospital population size)"
"869",63.3,"Scenario 7 (large hospital population size)"
"870",70.5,"Scenario 7 (large hospital population size)"
"871",70.5,"Scenario 7 (large hospital population size)"
"872",70.5,"Scenario 7 (large hospital population size)"
"873",70.5,"Scenario 7 (large hospital population size)"
"874",70.5,"Scenario 7 (large hospital population size)"
"875",70.5,"Scenario 7 (large hospital population size)"
"876",70.5,"Scenario 7 (large hospital population size)"
"877",70.5,"Scenario 7 (large hospital population size)"
"878",70.5,"Scenario 7 (large hospital population size)"
"879",70.5,"Scenario 7 (large hospital population size)"
"880",70.5,"Scenario 7 (large hospital population size)"
"881",7.7,"Scenario 7 (large hospital population size)"
"882",7.7,"Scenario 7 (large hospital population size)"
"883",7.7,"Scenario 7 (large hospital population size)"
"884",7.7,"Scenario 7 (large hospital population size)"
"885",7.7,"Scenario 7 (large hospital population size)"
"886",7.7,"Scenario 7 (large hospital population size)"
"887",7.7,"Scenario 7 (large hospital population size)"
"888",7.7,"Scenario 7 (large hospital population size)"
"889",7.7,"Scenario 7 (large hospital population size)"
"890",7.7,"Scenario 7 (large hospital population size)"
"891",7.7,"Scenario 7 (large hospital population size)"
"892",15.5,"Scenario 7 (large hospital population size)"
"893",15.5,"Scenario 7 (large hospital population size)"
"894",15.5,"Scenario 7 (large hospital population size)"
"895",15.5,"Scenario 7 (large hospital population size)"
"896",15.5,"Scenario 7 (large hospital population size)"
"897",15.5,"Scenario 7 (large hospital population size)"
"898",15.5,"Scenario 7 (large hospital population size)"
"899",15.5,"Scenario 7 (large hospital population size)"
"900",15.5,"Scenario 7 (large hospital population size)"
"901",15.5,"Scenario 7 (large hospital population size)"
"902",15.5,"Scenario 7 (large hospital population size)"
"903",23.3,"Scenario 7 (large hospital population size)"
"904",23.3,"Scenario 7 (large hospital population size)"
"905",23.3,"Scenario 7 (large hospital population size)"
"906",23.3,"Scenario 7 (large hospital population size)"
"907",23.3,"Scenario 7 (large hospital population size)"
"908",23.3,"Scenario 7 (large hospital population size)"
"909",23.3,"Scenario 7 (large hospital population size)"
"910",23.3,"Scenario 7 (large hospital population size)"
"911",23.3,"Scenario 7 (large hospital population size)"
"912",23.3,"Scenario 7 (large hospital population size)"
"913",23.3,"Scenario 7 (large hospital population size)"
"914",31.1,"Scenario 7 (large hospital population size)"
"915",31.1,"Scenario 7 (large hospital population size)"
"916",31.1,"Scenario 7 (large hospital population size)"
"917",31.1,"Scenario 7 (large hospital population size)"
"918",31.1,"Scenario 7 (large hospital population size)"
"919",31.1,"Scenario 7 (large hospital population size)"
"920",31.1,"Scenario 7 (large hospital population size)"
"921",31.1,"Scenario 7 (large hospital population size)"
"922",31.1,"Scenario 7 (large hospital population size)"
"923",31.1,"Scenario 7 (large hospital population size)"
"924",31.1,"Scenario 7 (large hospital population size)"
"925",39,"Scenario 7 (large hospital population size)"
"926",39,"Scenario 7 (large hospital population size)"
"927",39,"Scenario 7 (large hospital population size)"
"928",39,"Scenario 7 (large hospital population size)"
"929",39,"Scenario 7 (large hospital population size)"
"930",39,"Scenario 7 (large hospital population size)"
"931",39,"Scenario 7 (large hospital population size)"
"932",39,"Scenario 7 (large hospital population size)"
"933",39,"Scenario 7 (large hospital population size)"
"934",39,"Scenario 7 (large hospital population size)"
"935",39,"Scenario 7 (large hospital population size)"
"936",47,"Scenario 7 (large hospital population size)"
"937",47,"Scenario 7 (large hospital population size)"
"938",47,"Scenario 7 (large hospital population size)"
"939",47,"Scenario 7 (large hospital population size)"
"940",47,"Scenario 7 (large hospital population size)"
"941",47,"Scenario 7 (large hospital population size)"
"942",47,"Scenario 7 (large hospital population size)"
"943",47,"Scenario 7 (large hospital population size)"
"944",47,"Scenario 7 (large hospital population size)"
"945",47,"Scenario 7 (large hospital population size)"
"946",47,"Scenario 7 (large hospital population size)"
"947",55,"Scenario 7 (large hospital population size)"
"948",55,"Scenario 7 (large hospital population size)"
"949",55,"Scenario 7 (large hospital population size)"
"950",55,"Scenario 7 (large hospital population size)"
"951",55,"Scenario 7 (large hospital population size)"
"952",55,"Scenario 7 (large hospital population size)"
"953",55,"Scenario 7 (large hospital population size)"
"954",55,"Scenario 7 (large hospital population size)"
"955",55,"Scenario 7 (large hospital population size)"
"956",55,"Scenario 7 (large hospital population size)"
"957",55,"Scenario 7 (large hospital population size)"
"958",63.1,"Scenario 7 (large hospital population size)"
"959",63.1,"Scenario 7 (large hospital population size)"
"960",63.1,"Scenario 7 (large hospital population size)"
"961",63.1,"Scenario 7 (large hospital population size)"
"962",63.1,"Scenario 7 (large hospital population size)"
"963",63.1,"Scenario 7 (large hospital population size)"
"964",63.1,"Scenario 7 (large hospital population size)"
"965",63.1,"Scenario 7 (large hospital population size)"
"966",63.1,"Scenario 7 (large hospital population size)"
"967",63.1,"Scenario 7 (large hospital population size)"
"968",63.1,"Scenario 7 (large hospital population size)"
"969",71.2,"Scenario 7 (large hospital population size)"
"970",71.2,"Scenario 7 (large hospital population size)"
"971",71.2,"Scenario 7 (large hospital population size)"
"972",71.2,"Scenario 7 (large hospital population size)"
"973",71.2,"Scenario 7 (large hospital population size)"
"974",71.2,"Scenario 7 (large hospital population size)"
"975",71.2,"Scenario 7 (large hospital population size)"
"976",71.2,"Scenario 7 (large hospital population size)"
"977",71.2,"Scenario 7 (large hospital population size)"
"978",71.2,"Scenario 7 (large hospital population size)"
"979",71.2,"Scenario 7 (large hospital population size)"
"980",79.3,"Scenario 7 (large hospital population size)"
"981",79.3,"Scenario 7 (large hospital population size)"
"982",79.3,"Scenario 7 (large hospital population size)"
"983",79.3,"Scenario 7 (large hospital population size)"
"984",79.3,"Scenario 7 (large hospital population size)"
"985",79.3,"Scenario 7 (large hospital population size)"
"986",79.3,"Scenario 7 (large hospital population size)"
"987",79.3,"Scenario 7 (large hospital population size)"
"988",79.3,"Scenario 7 (large hospital population size)"
"989",79.3,"Scenario 7 (large hospital population size)"
"990",79.3,"Scenario 7 (large hospital population size)"
"991",8.6,"Scenario 7 (large hospital population size)"
"992",8.6,"Scenario 7 (large hospital population size)"
"993",8.6,"Scenario 7 (large hospital population size)"
"994",8.6,"Scenario 7 (large hospital population size)"
"995",8.6,"Scenario 7 (large hospital population size)"
"996",8.6,"Scenario 7 (large hospital population size)"
"997",8.6,"Scenario 7 (large hospital population size)"
"998",8.6,"Scenario 7 (large hospital population size)"
"999",8.6,"Scenario 7 (large hospital population size)"
"1000",8.6,"Scenario 7 (large hospital population size)"
"1001",8.6,"Scenario 7 (large hospital population size)"
"1002",17.2,"Scenario 7 (large hospital population size)"
"1003",17.2,"Scenario 7 (large hospital population size)"
"1004",17.2,"Scenario 7 (large hospital population size)"
"1005",17.2,"Scenario 7 (large hospital population size)"
"1006",17.2,"Scenario 7 (large hospital population size)"
"1007",17.2,"Scenario 7 (large hospital population size)"
"1008",17.2,"Scenario 7 (large hospital population size)"
"1009",17.2,"Scenario 7 (large hospital population size)"
"1010",17.2,"Scenario 7 (large hospital population size)"
"1011",17.2,"Scenario 7 (large hospital population size)"
"1012",17.2,"Scenario 7 (large hospital population size)"
"1013",25.9,"Scenario 7 (large hospital population size)"
"1014",25.9,"Scenario 7 (large hospital population size)"
"1015",25.9,"Scenario 7 (large hospital population size)"
"1016",25.9,"Scenario 7 (large hospital population size)"
"1017",25.9,"Scenario 7 (large hospital population size)"
"1018",25.9,"Scenario 7 (large hospital population size)"
"1019",25.9,"Scenario 7 (large hospital population size)"
"1020",25.9,"Scenario 7 (large hospital population size)"
"1021",25.9,"Scenario 7 (large hospital population size)"
"1022",25.9,"Scenario 7 (large hospital population size)"
"1023",25.9,"Scenario 7 (large hospital population size)"
"1024",34.6,"Scenario 7 (large hospital population size)"
"1025",34.6,"Scenario 7 (large hospital population size)"
"1026",34.6,"Scenario 7 (large hospital population size)"
"1027",34.6,"Scenario 7 (large hospital population size)"
"1028",34.6,"Scenario 7 (large hospital population size)"
"1029",34.6,"Scenario 7 (large hospital population size)"
"1030",34.6,"Scenario 7 (large hospital population size)"
"1031",34.6,"Scenario 7 (large hospital population size)"
"1032",34.6,"Scenario 7 (large hospital population size)"
"1033",34.6,"Scenario 7 (large hospital population size)"
"1034",34.6,"Scenario 7 (large hospital population size)"
"1035",43.4,"Scenario 7 (large hospital population size)"
"1036",43.4,"Scenario 7 (large hospital population size)"
"1037",43.4,"Scenario 7 (large hospital population size)"
"1038",43.4,"Scenario 7 (large hospital population size)"
"1039",43.4,"Scenario 7 (large hospital population size)"
"1040",43.4,"Scenario 7 (large hospital population size)"
"1041",43.4,"Scenario 7 (large hospital population size)"
"1042",43.4,"Scenario 7 (large hospital population size)"
"1043",43.4,"Scenario 7 (large hospital population size)"
"1044",43.4,"Scenario 7 (large hospital population size)"
"1045",43.4,"Scenario 7 (large hospital population size)"
"1046",52.2,"Scenario 7 (large hospital population size)"
"1047",52.2,"Scenario 7 (large hospital population size)"
"1048",52.2,"Scenario 7 (large hospital population size)"
"1049",52.2,"Scenario 7 (large hospital population size)"
"1050",52.2,"Scenario 7 (large hospital population size)"
"1051",52.2,"Scenario 7 (large hospital population size)"
"1052",52.2,"Scenario 7 (large hospital population size)"
"1053",52.2,"Scenario 7 (large hospital population size)"
"1054",52.2,"Scenario 7 (large hospital population size)"
"1055",52.2,"Scenario 7 (large hospital population size)"
"1056",52.2,"Scenario 7 (large hospital population size)"
"1057",61.1,"Scenario 7 (large hospital population size)"
"1058",61.1,"Scenario 7 (large hospital population size)"
"1059",61.1,"Scenario 7 (large hospital population size)"
"1060",61.1,"Scenario 7 (large hospital population size)"
"1061",61.1,"Scenario 7 (large hospital population size)"
"1062",61.1,"Scenario 7 (large hospital population size)"
"1063",61.1,"Scenario 7 (large hospital population size)"
"1064",61.1,"Scenario 7 (large hospital population size)"
"1065",61.1,"Scenario 7 (large hospital population size)"
"1066",61.1,"Scenario 7 (large hospital population size)"
"1067",61.1,"Scenario 7 (large hospital population size)"
"1068",70.1,"Scenario 7 (large hospital population size)"
"1069",70.1,"Scenario 7 (large hospital population size)"
"1070",70.1,"Scenario 7 (large hospital population size)"
"1071",70.1,"Scenario 7 (large hospital population size)"
"1072",70.1,"Scenario 7 (large hospital population size)"
"1073",70.1,"Scenario 7 (large hospital population size)"
"1074",70.1,"Scenario 7 (large hospital population size)"
"1075",70.1,"Scenario 7 (large hospital population size)"
"1076",70.1,"Scenario 7 (large hospital population size)"
"1077",70.1,"Scenario 7 (large hospital population size)"
"1078",70.1,"Scenario 7 (large hospital population size)"
"1079",79.1,"Scenario 7 (large hospital population size)"
"1080",79.1,"Scenario 7 (large hospital population size)"
"1081",79.1,"Scenario 7 (large hospital population size)"
"1082",79.1,"Scenario 7 (large hospital population size)"
"1083",79.1,"Scenario 7 (large hospital population size)"
"1084",79.1,"Scenario 7 (large hospital population size)"
"1085",79.1,"Scenario 7 (large hospital population size)"
"1086",79.1,"Scenario 7 (large hospital population size)"
"1087",79.1,"Scenario 7 (large hospital population size)"
"1088",79.1,"Scenario 7 (large hospital population size)"
"1089",79.1,"Scenario 7 (large hospital population size)"
"1090",88.1,"Scenario 7 (large hospital population size)"
"1091",88.1,"Scenario 7 (large hospital population size)"
"1092",88.1,"Scenario 7 (large hospital population size)"
"1093",88.1,"Scenario 7 (large hospital population size)"
"1094",88.1,"Scenario 7 (large hospital population size)"
"1095",88.1,"Scenario 7 (large hospital population size)"
"1096",88.1,"Scenario 7 (large hospital population size)"
"1097",88.1,"Scenario 7 (large hospital population size)"
"1098",88.1,"Scenario 7 (large hospital population size)"
"1099",88.1,"Scenario 7 (large hospital population size)"
"1100",88.1,"Scenario 7 (large hospital population size)"
